,de_text,en_text,de_url,en_url
0,"Die Behandlung von Gebärmutterhalskrebs kann in Zukunft dank eines futuristisch anmutenden Geräts in nur 30 Sekunden erledigt werden. Diese vor Kurzem von den WHO empfohlene Technologie wurde in Usbekistan im Rahmen einer Schulung eingeführt, auf der Gesundheitsfachkräfte aus dem Land auf die Anwendung der neuen Geräte in ambulanten Kliniken vorbereitet wurden. Für Personen, die eine Behandlung von präkanzerösen Läsionen benötigen, wird die neue Therapie in zwei Regionen Usbekistans angeboten, wo 56 000 Frauen an dem landesweit ersten Pilotprojekt mit Vorsorgeuntersuchungen auf durch Humane Papillomaviren (HPV) verursachten Gebärmutterhalskrebs teilnehmen. In der Europäischen Region der WHO sterben jedes Jahr 30 000 Frauen an Gebärmutterhalskrebs. Fast alle Fälle (99%) werden durch eine Genitalinfektion mit onkogenen Stämmen des HPV verursacht. Die gute Nachricht: Eine Impfung kann die HPV-Infektion und das Auftreten neuer Krebsfälle verhindern. Außerdem können mit neuen Testverfahren und -geräten präkanzeröse Läsionen des Gebärmutterhalses entdeckt und äußerst wirksam behandelt werden. Bei der von der WHO durchgeführten Schulung in Usbekistan lag der Schwerpunkt auf der thermischen Ablation, die von der WHO erstmals 2019 empfohlen wurde. Sie trägt mittels Früherkennung und Behandlung von Zervix-Präkarzinomen durch Gynäkologen – alles während eines Termins – zur Prävention von Gebärmutterhalskrebs bei. „Die Technologie ist ganz einfach. Da ist ein medizinisches Gerät, das wie eine Pistole aussieht und das mit Hitzestrahlen (ca. 100˚C) präkanzeröse Läsionen beseitigt. Der ganze Prozess dauert nur 30 Sekunden und erfordert lediglich eine lokale Betäubung. Das Instrument ist einfach zu benutzen, und bei ausreichender Erfahrung kann es in jeder Region des Landes nicht nur von Ärzten, sondern auch von Pflegekräften in einer ansonsten nur sehr einfach ausgestatteten Gesundheitseinrichtung angewandt werden“, erklärte Dr. Xavier Carcopino, Vorsitzender des Bildungsausschusses der Europäischen Föderation für Koloskopie. Dr. Carcopino erhielt das Angebot, die Schulung der WHO zu leiten, von der französischen Botschaft in Usbekistan, die in enger Abstimmung mit dem usbekischen Gesundheitsministerium auch die ersten vier thermischen Ablationsgeräte ins Land brachte. Während des praktischen Teils konnten die Teilnehmer mit Hilfe von Dr. Carcopino echte Patientinnen behandeln – die ersten vier usbekischen Frauen, die je diese Behandlung erhielten. Drei der neuartigen Geräte zur Krebsbehandlung werden in Kliniken in Karakalpakstan, und ein weiteres in der Stadt Chirchik zum Einsatz kommen. Frauen in diesen Regionen können an dem Präventionsprogramm für Gebärmutterhalskrebs teilnehmen, das den neuesten Empfehlungen der WHO entspricht. Der Kurs befasste sich mit einer wesentlichen Problematik, vor der Gesundheitsfachkräfte in Usbekistan heute stehen. Für den Einsatz der „Hitzepistole“ müssen sie in der Lage sein, präkanzeröse Läsionen im Gebärmutterhals besser und frühzeitiger zu diagnostizieren. Nach Aussage der teilnehmenden Ärzte ist die mangelnde Erfahrung auf diesem Gebiet die größte Herausforderung für sie. „Die Schulung war wirklich hilfreich und wird meine Arbeitsweise wesentlich verändern. Dies wird zu besseren Entscheidungen bei der Behandlung führen“, stellte ein Teilnehmer in einer ersten Rückmeldung nach der Schulung fest. „Ich wünschte nur, der Kurs und der praktische Teil wären länger gewesen.“ Usbekistan ist das erste Land in Zentralasien, das die neuen Geräte und die dazugehörige Schulung erhält, die nach Maßgabe des vom Entwicklungsprogramm der Vereinten Nationen und dem Bevölkerungsfonds der Vereinten Nationen gemeinsam organisierten Programms mit dem Titel „Aufbau von Resilienz örtlicher Gemeinschaften in der Aralseeregion gegenüber gesundheitlichen, umweltbedingten und ökonomischen Unsicherheiten“ durchgeführt und von der japanischen Regierung unterstützt wurde. WHO/Europa leistet fachliche Orientierungshilfe für das Programm im Bereich der Prävention von Gebärmutterhalskrebs. Die Einführung der neuen Technologie, die im Rahmen der primären Gesundheitsversorgung angewandt werden kann, wird auch Frauen in entlegenen Gebieten Usbekistans, die ansonsten keinen unmittelbaren Zugang zu fachärztlicher Versorgung hätten, eine schnelle und wirksame – und vielleicht sogar lebensrettende – Behandlung ermöglichen. „Als wir zum ersten Mal Gesundheitsfachkräfte aus den Regionen Usbekistans trafen und ihnen von dem Programm erzählten, war das eine echt emotionale Angelegenheit. Einige von ihnen sagten uns, wie großartig es sei, dass es Organisationen gibt, die sich für die Gesundheit von Frauen einsetzen und Kliniken bei ihrer Behandlung helfen. Eine der Ärztinnen war sogar zu Tränen gerührt“, sagt Vitaly Smelov, Fachreferent bei WHO/Europa. Mit einem angemessenen System für Impfungen, Vorsorgeuntersuchungen und Behandlung ist es möglich, Gebärmutterhalskrebs als eine lebensbedrohliche Krankheit zu eliminieren. Usbekistan und alle anderen Länder der Europäischen Region der WHO haben die Chance, dies im Einklang mit dem Europäischen Arbeitsprogramm 2020–2025 – „Gemeinsam für mehr Gesundheit in Europa“ zu tun.","Treating cervical cancer in future may take just 30 seconds thanks to a futuristic-looking device. The technology, recently recommended by WHO, was introduced in Uzbekistan at a WHO training course preparing the country’s health professionals to use the new equipment in outpatient clinics. For those who need treatment of cervical precancerous lesions, the new therapy will be available in 2 of Uzbekistan’s regions, where 56 000 women are participating in the country’s first human papillomavirus (HPV)-based cervical cancer screening pilot project. In the WHO European Region, 30 000 women die from cervical cancer every year. Virtually all cervical cancer cases (99%) are caused by genital infection with oncogenic types of HPV. The good news is that vaccines can prevent HPV infection and related new cancer cases. In addition, new testing techniques and equipment can detect and treat cervical precancers with a high level of effectiveness. The WHO training in Uzbekistan was focused on the new technology of thermal ablation, first recommended for use by WHO in 2019. It helps in the prevention of cervical cancer, with early detection and treatment of cervical precancer by a gynaecologist – all during the same health check. “The technology is quite simple. There is a medical tool that resembles a pistol, and it uses heat beams (around 100˚C) to eliminate precancer cervical lesions. The whole process takes just 30 seconds and only requires local anaesthesia. The tool is easy to use, and with sufficient experience it can be operated not only by doctors, but also by nurses, in very basic clinical settings, in any region of the country,” said Dr Xavier Carcopino, Chair of the Education Committee of European Federation for Colposcopy. Dr Carcopino was invited to lead the WHO training by the French embassy in Uzbekistan, which also brought the first 4 thermal ablation tools into the country, in close collaboration with Uzbekistan’s Ministry of Health. During the practical sessions, with the help of Dr Carcopino, the participants were able to treat real patients – the first 4 Uzbek women to ever get the treatment. Three new cancer treatment tools will be available in the clinics of Karakalpakstan, and 1 in the city of Chirchik. Women living there will be able to take part in the cervical cancer prevention programme based on the latest WHO recommendations. The course highlighted an important issue that Uzbekistan’s health professionals face today. To use the “heat pistol”, they need to better diagnose precancerous lesions in the cervix at an early stage. According to the participating doctors, they feel that lack of experience in this field is their primary challenge. “The course was really helpful, it will change the way I usually work. My treatment decisions will become better,” noted one of the health professionals who provided feedback after the training. “I only wish the course could be longer with more practical sessions.” Uzbekistan is the first central Asian country to get the new tools and relevant training in line with the joint United Nations Development Programme/United Nations Population Fund programme “Building the Resilience of Local Communities Against Health, Environmental and Economic Insecurities in the Aral Sea Region” supported by the Government of Japan. WHO/Europe offers technical guidance to the programme in the field of cervical cancer prevention. Introducing the new technique, which can be undertaken at primary health care level, will allow Uzbek women in remote areas, who would not have immediate access to specialist care, to receive quick and effective treatment, which can be life-saving. “When we first came to meet health professionals from Uzbekistan’s regions and told them about the programme, it was really emotional. Some of them were telling us how amazing it is to realize that there are organizations who care for women’s health and help clinics to treat them. One of the doctors was even moved to tears,” says Vitaly Smelov, Technical Officer at WHO/Europe. With a proper vaccination, screening and treatment system, cervical cancer can be eliminated as a life-threatening disease. Uzbekistan and all countries of the WHO European Region have a chance to make this happen in line with the WHO European Programme of Work 2020–2025 – “United Action for Better Health in Europe”.",https://www.euro.who.int/de/health-topics/noncommunicable-diseases/cancer/news/news/2021/11/30-seconds-to-cure-cervical-cancer-new-technology-opens-door-to-rapid-treatment-in-uzbekistan2,https://www.euro.who.int/en/health-topics/noncommunicable-diseases/cancer/news/news/2021/11/30-seconds-to-cure-cervical-cancer-new-technology-opens-door-to-rapid-treatment-in-uzbekistan2
1,"In einem von der WHO veröffentlichten neuen Faktenblatt werden die vielschichtigen Zusammenhänge zwischen Tabakkonsum und psychischen Erkrankungen untersucht. Dabei wird die dringende Notwendigkeit eines gezielten Ansetzens an diesen Zusammenhängen hervorgehoben: Zwei Drittel aller Menschen mit schweren psychischen Erkrankungen sind Raucher, was enorme Auswirkungen auf ihre Gesundheit hat. Die Verringerung der Zahl der Raucher unter psychisch Kranken gilt als die wirksamste Einzelmaßnahme für die Verringerung der Kluft bei der Lebenserwartung.","A new factsheet launched by WHO examines the intricate connections between tobacco use and mental illness. The factsheet stresses the urgent need to address these connections: 2 in 3 people with severe mental health conditions are current smokers, which has an enormous impact on health. Reducing smoking among people with mental illness is identified as the single most effective action for reducing the gap in life expectancy.",https://www.euro.who.int/de/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2,https://www.euro.who.int/en/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2
2,"In dem Faktenblatt wird auf eine Rückkopplungsschleife zwischen psychischen Gesundheitsproblemen und Tabakkonsum hingewiesen. Menschen mit psychischen Erkrankungen rauchen doppelt so häufig, und gleichzeitig erhöht Rauchen die Anfälligkeit gegenüber psychischen Gesundheitsproblemen.","The factsheet identifies a feedback loop between mental ill health and tobacco use. Mental illness makes people twice as likely to use tobacco and, at the same time, tobacco makes people more vulnerable to mental health concerns.",https://www.euro.who.int/de/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2,https://www.euro.who.int/en/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2
3,"Das Beziehungsgeflecht zwischen Tabakkonsum und psychischer Gesundheit ist komplex und bezeichnend. Einige der in dem Faktenblatt enthaltenen Abbildungen sind schockierend – Menschen mit schweren psychischen Erkrankungen sterben im Durchschnitt 15 bis 20 Jahre früher, wobei Rauchen als eine der wichtigsten Todesursachen angeführt wird.","The relationship between tobacco use and mental health is complex and eye-opening. Some figures released in the factsheet are shocking – people with severe mental health conditions die on average 15–20 years prematurely, with tobacco cited as one of the main causes of death.",https://www.euro.who.int/de/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2,https://www.euro.who.int/en/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2
4,"Der Tabakkonsum hat Auswirkungen nicht nur auf die Mortalitätsraten, sondern auch auf die Lebensqualität und auf Versuche zur Bewältigung psychischer Gesundheitsprobleme. So beeinträchtigt Tabak etwa die Wirksamkeit bestimmter Medikamente gegen psychische Krankheiten. Umgekehrt kann es Rauchverzicht Menschen bei Einnahme bestimmter Antipsychotika ermöglichen, die Dosis um bis zu 25% zu reduzieren.","The impact of tobacco use is not limited to mortality rates, but also affects quality of life and attempts to cope with poor mental health. For example, tobacco reduces the effectiveness of certain medications for mental health. Conversely, quitting tobacco can allow people on certain antipsychotic medications to reduce the dosage by up to 25%.",https://www.euro.who.int/de/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2,https://www.euro.who.int/en/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2
5,"Das Faktenblatt ist um Widerlegung von Mythen bemüht und enthält eine Vielzahl aussagekräftiger Statistiken aus neuesten Forschungsarbeiten. Dabei wird vor allem herausgestellt, wie wichtig es für die öffentlichen Gesundheitsdienste ist, Menschen mit psychischen Gesundheitsproblemen beim Rauchverzicht zu unterstützen. Neben den positiven Auswirkungen auf die körperliche Gesundheit kann Rauchverzicht auch zahlreiche Verbesserungen in Bezug auf die psychische Gesundheit bewirken, etwa die Abnahme von Depressionen, Angstzuständen und Stressbelastung, eine Stimmungsverbesserung und sogar Symptomverbesserungen bei Aufmerksamkeitsdefizit-Hyperaktivitätsstörung (ADHS).","Taking a myth-busting approach, the factsheet is packed with striking statistics drawn from up-to-date research. It foregrounds how essential it is for public health systems to support people with mental illness to quit tobacco. In addition to benefitting physical health, cessation can lead to numerous improvements in mental health, such as reduced levels of depression, anxiety and stress; enhanced mood; and even improved symptoms of attention deficit hyperactivity disorder (ADHD).",https://www.euro.who.int/de/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2,https://www.euro.who.int/en/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2
6,"Die Tabakindustrie ist sich der Zusammenhänge zwischen psychischer Gesundheit und Rauchen bewusst. Das Faktenblatt schildert eine Reihe von Strategien, mit denen sie die Nikotinsucht teilweise bei den anfälligsten Gruppen in der Gesellschaft zu fördern sucht. Die Liste ist lang: von der Finanzierung von Studien, in denen fälschlicherweise behauptet wird, die Entwöhnung sei für Menschen mit psychischen Gesundheitsproblemen extrem schwierig, bis zur Spende von Zigaretten an psychiatrische Einrichtungen.","The tobacco industry is well aware of the connections between mental health and smoking. The factsheet outlines a number of strategies it uses to feed tobacco addiction among some of the most vulnerable in society. The list is long, from funding research that wrongly suggests quitting is extremely difficult for those with mental health conditions, to donating cigarettes to mental health facilities.",https://www.euro.who.int/de/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2,https://www.euro.who.int/en/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2
7,"Doch auch ohne die Versuche der Tabakindustrie, Fortschritte zu verhindern, stehen Menschen mit psychischen Gesundheitsproblemen im Hinblick auf Rauchverzicht vor besonders großen Herausforderungen. So sind Menschen mit psychischen Gesundheitsstörungen einem höheren Suchtrisiko ausgesetzt, zumal Nikotin die negativen Symptome psychischer Störungen oftmals vorübergehend verschleiert. Psychische Gesundheitsprobleme überschneiden sich oft auch mit sozialen Determinanten von Gesundheit, die eine erfolgreiche Entwöhnung erschweren, wie etwa prekäre Lebensbedingungen und ein niedriges Jahreseinkommen.","Even without the tobacco industry attempting to block progress, there are unique cessation challenges for people with mental illness. For example, people with mental health disorders are at higher risk of addiction, particularly as nicotine can temporarily mask the negative symptoms of mental disorders. Mental health conditions also often intersect with social determinants of health that can challenge successful quitting, such as stressful living conditions and low annual income.",https://www.euro.who.int/de/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2,https://www.euro.who.int/en/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2
8,"Doch diese Schwierigkeiten sind nicht unüberwindbar. Menschen, die mit psychischen Gesundheitsproblemen und Tabakabhängigkeit zu kämpfen haben, verdienen Sensibilität und Unterstützung, um einen endgültigen Rauchverzicht zu schaffen. Diese Informationen sollten die Entschlossenheit von Politikern erhöhen, Menschen zu helfen, die mit dieser doppelten Belastung zu kämpfen haben.","However, these difficulties are not insurmountable. People struggling with mental ill health and tobacco addiction deserve sensitivity and support in quitting tobacco for good. This information should redouble policy-makers’ resolve to help people facing the twin struggles of mental illness and tobacco addiction.",https://www.euro.who.int/de/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2,https://www.euro.who.int/en/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2
9,"In allen Bereichen muss mehr für die psychische Gesundheit getan werden. Dies war die Motivation hinter dem europäischen Bündnis für psychische Gesundheit, das von WHO/Europa vor Kurzem ins Leben gerufen wurde, um Versorgungslücken zu schließen und der psychischen Gesundheit einen höheren Stellenwert auf der politischen Tagesordnung zu verschaffen.",More must be done for mental health across the board. This was the motivation behind a pan-European coalition on mental health that WHO/Europe recently launched to address gaps in provision and push mental health higher up on the policy agenda.,https://www.euro.who.int/de/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2,https://www.euro.who.int/en/health-topics/disease-prevention/tobacco/news/news/2021/11/the-vicious-cycle-of-tobacco-use-and-mental-illness-a-double-burden-on-health2
